case_id,layer,load,status,metrics,evidence,source
F3-BURST-8-PER-PASS,fw-frame-queue,8 frames/pass x10Hz,PASS,seed=0xf3b; metrics=offered=80 presented=20 dropped=60 finalShown=1 maxPending=1 order=0 minGapMs=34,logs/firmware/f3_queue.log,metrics/firmware/cases.csv
F3-STATUS-QUEUEDEPTH-SEMANTICS,fw-frame-queue,1,PASS,seed=-; metrics=SET_FRAME reply queueDepth=3 queueCount=1 (advertised depth 3; effective pending depth 1 latest-only),logs/firmware/f3_queue.log,metrics/firmware/cases.csv
F4-BASELINE-CONVERGE,fw-events,1,PASS,seed=-; metrics=statusV=1 boardV=1,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-STATUS-SINGLE-DROP-CONVERGE,fw-events,1,FAIL,seed=-; metrics=clientLastV=1 boardV=2 waitedMs=5000 dropped=1 lastStatusVersion advanced on failed send,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-STATUS-QUERY-RECOVERS,fw-events,1,PASS,seed=-; metrics=GET_STATUS v=2,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-STATUS-INTERMEDIATE-DROP-ALLOWED,fw-events,1,PASS,seed=-; metrics=clientLastV=4 boardV=4,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-PREVIEW-SINGLE-DROP-CONVERGE,fw-events,1,FAIL,seed=-; metrics=clientLastPresentedSeq=0 boardPresentedSeq=1 waitedMs=5000,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-PREVIEW-QUERY-RECOVERS,fw-events,1,PASS,seed=-; metrics=GET_PREVIEW_SYNC presentedSeq=1,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-BLE-CCCD-LATE-STATUS,fw-events,1,FAIL,seed=-; metrics=EV_STATUS received=0 EV_PREVIEW_SYNC received=0 EV_POWER received=4 over 5000 ms idle,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-BLE-CCCD-LATE-PREVIEW,fw-events,1,FAIL,seed=-; metrics=EV_PREVIEW_SYNC received=0,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-WIFI-EVENT-SINGLE-DROP,fw-events,1,FAIL,seed=-; metrics=EV_WIFI received=0 (one-shot; not retried),logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-WIFI-STATUS-QUERY-RECOVERS,fw-events,1,PASS,seed=-; metrics=replyType=129,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-WIFI-SCAN-EVENT-SINGLE-DROP,fw-events,1,FAIL,seed=-; metrics=EV_WIFI_SCAN received=0 requester cleared,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-WIFI-SCAN-RESULT-QUERY-RECOVERS,fw-events,1,PASS,seed=-; metrics=replyType=129,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-POWER-FLIP-DROP-CONVERGE,fw-events,1,PASS,seed=-; metrics=convergedAfterMs=1000,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F4-DROP-STORM-NONCONVERGENCE,fw-events,200 trials,FAIL,seed=0xf4f4; metrics=trials=200 stuckStatus=65 stuckPreview=92 dropP=0.5 per burst change,logs/firmware/f4_events.log,metrics/firmware/cases.csv
F5-CONST,fw-blob,1,PASS,seed=-; metrics=MAX_FACES_BLOB_BYTES=262144 MAX_AUTO_FACES=128 MAX_SCROLL_FRAMES=3072 MAX_SCROLL_TEXT_BYTES=4096 reclaim=30000ms,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-RAW-HAPPY-HASH,fw-blob,1,PASS,seed=-; metrics=type=162 frames=300 liveHash=18638edc68d7ea5d sentHash=18638edc68d7ea5d,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-DUP-CHUNK,fw-blob,1,PASS,seed=-; metrics=dup=type=255 code=400 err=unexpected chunk offset expectedOffset=3995,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-OUT-OF-ORDER-CHUNK,fw-blob,1,PASS,seed=-; metrics=early=type=255 code=400 err=unexpected chunk offset end=type=162 hashMatch=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-LEN-MISMATCH,fw-blob,1,PASS,seed=-; metrics=bad=type=255 code=400 err=scroll chunk must be a multiple of 47 bytes endShort=type=255 code=400 err=incomplete blob upload chunkAfterEnd=type=255 code=400 err=no active blob session,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-OVER-LIMIT,fw-blob,1,PASS,seed=-; metrics=frames3073=type=255 code=413 err=too many scroll frames implied3073=type=255 code=413 err=too many scroll frames chunkPastTotal=type=255 code=413 err=chunk exceeds declared blob size faces262145=type=255 code=413 err=faces document too large faces262144=type=160,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-RAW-ABORT-ATOMICITY,fw-blob,1,FAIL,seed=-; metrics=before: frames=100 active=1 afterBEGIN frames=0 afterABORT frames=0 status.firmwareScrollActive=1 status.scrollFrameCount=0 timelineId='',logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-RAW-MISSING-CHUNK-ATOMICITY,fw-blob,1,FAIL,seed=-; metrics=end=type=255 code=400 err=incomplete blob upload framesAfter=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-RAW-DISCONNECT-RELEASES-SLOT,fw-blob,1,PASS,seed=-; metrics=otherClientBegin=type=160,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-RAW-DISCONNECT-ATOMICITY,fw-blob,1,FAIL,seed=-; metrics=framesAfterDisconnect=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-BITMAP-ABORT-ATOMICITY,fw-blob,1,PASS,seed=-; metrics=framesAfter=100,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-BITMAP-HAPPY-REFERENCE-HASH,fw-blob,1,PASS,seed=-; metrics=type=162 frames=379 rotation=9 refRotation=9 liveHash=1fb526f8f1d656cf refHash=1fb526f8f1d656cf,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-APPEND-HASH,fw-blob,1,PASS,seed=-; metrics=type=162,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-INACTIVITY-faces,fw-blob,1,PASS,seed=-; metrics=at29999=type=161 refreshedAt29999=type=161 at30000=type=255 code=400 err=no active blob session (>= 30000 ms reclaims),logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-INACTIVITY-scroll_bitmap,fw-blob,1,PASS,seed=-; metrics=at29999=type=161 refreshedAt29999=type=161 at30000=type=255 code=400 err=no active blob session (>= 30000 ms reclaims),logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-INACTIVITY-scroll,fw-blob,1,PASS,seed=-; metrics=at29999=type=161 refreshedAt29999=type=161 at30000=type=255 code=400 err=no active blob session (>= 30000 ms reclaims),logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-GENERATION-SETFRAME-INVALIDATES,fw-blob,1,PASS,seed=-; metrics=chunkAfterOtherSetFrame=type=255 code=400 err=no active blob session end=type=255 code=400 err=no active blob session,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-GENERATION-START-VS-STOP,fw-blob,1,PASS,seed=-; metrics=chunkAfterStartScroll=type=161 chunkAfterStopScroll=type=255 code=400 err=no active blob session startReply=129 stopReply=129,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-TWO-CLIENTS-EXCLUSIVE,fw-blob,1,PASS,seed=-; metrics=B.beginScroll=type=255 code=409 err=scroll upload already in progress B.beginBitmap=type=255 code=409 err=scroll upload already in progress B.abort=type=163 B.end=type=255 code=400 err=no active blob session B.beginFaces=type=160 A.end=type=162,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-FACES-HAPPY,fw-blob,1,PASS,seed=-; metrics=type=162 diskCanonicalEq=1 loaded=10,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-GET-FACES-DOWNLOAD-HASH,fw-blob,1,PASS,seed=-; metrics=parts=5 bytes=2239 fileBytes=2239 firstDiff=2239 more=0 hashEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-GET-FACES-GEN-MISMATCH-409,fw-blob,1,PASS,seed=-; metrics=type=255 code=409 err=saved_faces.json changed mid-transfer,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-TRUNCATED-JSON-KEEPS-PREVIOUS,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=invalid JSON: IncompleteInput fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-BAD-CATEGORY-KEEPS-PREVIOUS,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=document.category must be unified_saved_faces fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-NO-DEFAULT-KEEPS-PREVIOUS,fw-blob,1,PASS,"seed=-; metrics=type=255 code=400 err=saved_faces.json must keep at least one type:""default"" face fileUnchanged=1",logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-ORDER-0-KEEPS-PREVIOUS,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=face order must be 1-based and >= 1 fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-FRAME-46-KEEPS-PREVIOUS,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=invalid face packed frame: face.frameBytes must contain 47 bytes fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-TAIL-BITS-KEEPS-PREVIOUS,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=invalid face packed frame: packed frame has non-zero unused bits fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-INVALID-FACES-129-KEEPS-PREVIOUS,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=invalid JSON: NoMemory fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-SCROLL-FRAMES-0,fw-blob,1,PASS,seed=-; metrics=type=162 frames=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-SCROLL-FRAMES-1,fw-blob,1,PASS,seed=-; metrics=type=162 frames=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-SCROLL-FRAMES-3071,fw-blob,1,PASS,seed=-; metrics=type=162 frames=3071,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-SCROLL-FRAMES-3072,fw-blob,1,PASS,seed=-; metrics=type=162 frames=3072,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-SCROLL-FRAMES-3073,fw-blob,1,PASS,seed=-; metrics=type=255 code=413 err=too many scroll frames,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-SCROLL-0-FRAMES-START-REPLY,fw-blob,1,FAIL,seed=-; metrics=type=162 reply.started=1 actualActive=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-BITMAP-WIDTH-22,fw-blob,1,PASS,seed=-; metrics=type=162 frames=2,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-BITMAP-WIDTH-23,fw-blob,1,PASS,seed=-; metrics=type=162 frames=2,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-BITMAP-WIDTH-3093,fw-blob,1,PASS,seed=-; metrics=type=162 frames=3072,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-BITMAP-WIDTH-3094,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=scroll_bitmap width out of range (doc §7.1: width range 22..3093; >3072 frames -> 413),logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-ASCII-4095,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4095 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-ASCII-4096,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4096 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-ASCII-4097,fw-blob,1,PASS,seed=-; metrics=replyType=255 metaBytes=0 roundTripEq=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-WIRE-4096-ASCII,fw-blob,1,FAIL,seed=-; metrics=framePayload=4146 replyType=0 (0=no reply; oversize frame silently skipped) maxTextBytesThatFit=4046,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-CJK-4095,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4095 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-CJK-4096,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4096 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-CJK-4097,fw-blob,1,PASS,seed=-; metrics=replyType=255 metaBytes=0 roundTripEq=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-WIRE-4096-CJK,fw-blob,1,FAIL,seed=-; metrics=framePayload=4146 replyType=0 (0=no reply; oversize frame silently skipped) maxTextBytesThatFit=4046,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-EMOJI-4095,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4095 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-EMOJI-4096,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4096 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-EMOJI-4097,fw-blob,1,PASS,seed=-; metrics=replyType=255 metaBytes=0 roundTripEq=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-WIRE-4096-EMOJI,fw-blob,1,FAIL,seed=-; metrics=framePayload=4146 replyType=0 (0=no reply; oversize frame silently skipped) maxTextBytesThatFit=4046,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-COMBINING-4095,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4095 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-COMBINING-4096,fw-blob,1,PASS,seed=-; metrics=replyType=129 metaBytes=4096 roundTripEq=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-CODELIMIT-COMBINING-4097,fw-blob,1,PASS,seed=-; metrics=replyType=255 metaBytes=0 roundTripEq=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-TEXT-WIRE-4096-COMBINING,fw-blob,1,FAIL,seed=-; metrics=framePayload=4146 replyType=0 (0=no reply; oversize frame silently skipped) maxTextBytesThatFit=4046,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-BLOB-127,fw-blob,1,FAIL,seed=-; metrics=type=255 code=400 err=invalid JSON: NoMemory loaded=3,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-BLOB-128,fw-blob,1,FAIL,seed=-; metrics=type=255 code=400 err=invalid JSON: NoMemory loaded=3,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-BLOB-129,fw-blob,1,PASS,seed=-; metrics=type=255 code=400 err=invalid JSON: NoMemory loaded=3,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACE-UPSERT-127-128-129,fw-blob,1,FAIL,seed=-; metrics=at127=type=255 code=500 err=face_upsert: saved_faces.json parse failed: NoMemory count=0 at128=type=255 code=500 err=face_upsert: saved_faces.json parse failed: NoMemory fileUnchanged=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-CMD-BAD-FIELDS-KEEP-FILE,fw-blob,1,PASS,seed=-; metrics=frameHex93=type=255 code=400 err=face.frameHex must be 94 hex chars truncatedJson=type=255 code=400 err=invalid JSON: IncompleteInput,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-BLOB-262144-BYTES,fw-blob,1,PASS,seed=-; metrics=docBytes=262144 type=162,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FACES-BLOB-262145-BYTES,fw-blob,1,PASS,seed=-; metrics=type=255 code=413 err=faces document too large,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-UPSERT-GROWTH-VS-BLOB-LIMIT,fw-blob,1,FAIL,seed=-; metrics=faces=128 fileBytes=291489 reuploadBegin=type=255 code=413 err=faces document too large (face_upsert has no name limit; face_rename caps 64),logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FS-PARTIAL-WRITE-FACES-BLOB,fw-blob,1,FAIL,seed=-; metrics=reply=type=162 replyBytes=1778 fileBytesOnDisk=200 fileParses=0 previousPreserved=0 facesLoadedAfter=0 partialWrites=1,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FS-PARTIAL-WRITE-FACE-RENAME,fw-blob,1,FAIL,seed=-; metrics=reply=type=129 fileBytesOnDisk=150 previousPreserved=0 facesLoadedAfter=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F7-FS-RENAME-OR-OPEN-FAIL-KEEPS-FILE,fw-blob,1,PASS,seed=-; metrics=rename=type=255 code=500 err=failed to write/commit file: /resources/saved_faces.json open=type=255 code=500 err=failed to write/commit file: /resources/saved_faces.json,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F5-LOCK-DISCIPLINE,fw-blob,1,PASS,seed=-; metrics=recursion=0 orderViolations=0,logs/firmware/f5_f7_blob.log,metrics/firmware/cases.csv
F6-CONST,fw-scroll-timing,-,PASS,seed=-; metrics=MIN_SCROLL_INTERVAL_MS=17 SCROLL_DRIFT_RESET_INTERVALS=4,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STEADY-17MS-RENDER11MS,fw-scroll-timing,10s,PASS,seed=-; metrics=advances=588 speedRatio=0.999 lostFrames=1 maxBurstPerInterval=2,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STEADY-17MS-RENDER16MS,fw-scroll-timing,10s,FAIL,seed=-; metrics=advances=531 speedRatio=0.903 lostFrames=57 maxBurstPerInterval=1,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STEADY-17MS-RENDER20MS,fw-scroll-timing,10s,FAIL,seed=-; metrics=advances=438 speedRatio=0.744 lostFrames=151 maxBurstPerInterval=1,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-0MS-INTERVAL17,fw-scroll-timing,0ms@17,PASS,seed=-; metrics=advances=294 speedRatio=0.998 timelineOffsetFrames=1 (17 ms) maxBurstPerInterval=2 postStallSpeed=0.000 driftThresholdMs=68,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-50MS-INTERVAL17,fw-scroll-timing,50ms@17,PASS,seed=-; metrics=advances=294 speedRatio=0.997 timelineOffsetFrames=1 (17 ms) maxBurstPerInterval=2 postStallSpeed=1.003 driftThresholdMs=68,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-100MS-INTERVAL17,fw-scroll-timing,100ms@17,PASS,seed=-; metrics=advances=288 speedRatio=0.978 timelineOffsetFrames=6 (102 ms) maxBurstPerInterval=2 postStallSpeed=1.003 driftThresholdMs=68,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-500MS-INTERVAL17,fw-scroll-timing,500ms@17,PASS,seed=-; metrics=advances=264 speedRatio=0.898 timelineOffsetFrames=30 (510 ms) maxBurstPerInterval=2 postStallSpeed=1.003 driftThresholdMs=68,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-0MS-INTERVAL100,fw-scroll-timing,0ms@100,PASS,seed=-; metrics=advances=49 speedRatio=0.980 timelineOffsetFrames=1 (100 ms) maxBurstPerInterval=2 postStallSpeed=0.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-50MS-INTERVAL100,fw-scroll-timing,50ms@100,PASS,seed=-; metrics=advances=49 speedRatio=0.980 timelineOffsetFrames=1 (100 ms) maxBurstPerInterval=2 postStallSpeed=1.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-100MS-INTERVAL100,fw-scroll-timing,100ms@100,PASS,seed=-; metrics=advances=49 speedRatio=0.980 timelineOffsetFrames=1 (100 ms) maxBurstPerInterval=3 postStallSpeed=1.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-STALL-500MS-INTERVAL100,fw-scroll-timing,500ms@100,PASS,seed=-; metrics=advances=44 speedRatio=0.880 timelineOffsetFrames=6 (600 ms) maxBurstPerInterval=2 postStallSpeed=1.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-REPEATED-50MS-EVERY-250MS-INTERVAL17,fw-scroll-timing,36 stalls,FAIL,seed=-; metrics=advances=550 speedRatio=0.935 lostFrames=38 maxBurstPerInterval=2,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F6-REPEATED-80MS-EVERY-250MS-INTERVAL17,fw-scroll-timing,36 stalls,FAIL,seed=-; metrics=advances=419 speedRatio=0.712 lostFrames=170 maxBurstPerInterval=2,logs/firmware/f6_scroll_timing.log,metrics/firmware/cases.csv
F7-CAPACITY-SHIPPED-SAVED-FACES,fw-json-capacity-model,1,PASS,seed=-; metrics=faces=11 fileBytes=4652 slots=681 deviceNeed=11794 jsonCapacityFor=32768 hostNeed=22690,logs/firmware/json_capacity.log,metrics/firmware/cases.csv
F7-CAPACITY-128-FACES-DEVICE,fw-json-capacity-model,1,FAIL,seed=-; metrics=firstFaceCountExceedingLoad/BLOB=32 firstExceedingMutate=59 at128: fileBytes=51750 deviceNeed=129892 capacity=107596,logs/firmware/json_capacity.log,metrics/firmware/cases.csv
OBS-b-lite-status-drops-device,BoardConnection.applyStatus,full GET_STATUS then 1 lite EV_STATUS,FAIL,seed=-; key_metrics=connection_wifi_after=192.168.1.20;device_after=nil;device_before=RinaChanBoard;lite_applied=True;status_wifi_after=nil;uptime_after=-1;uptime_before=1234,StressDeviceObservationTests/testObsB_LiteStatusPushKeepsDeviceIdentity | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-3-more-aggregation-1MiB,BoardConnection.route MORE,"256 x 4096B MORE fragments, no terminal, timeout 8s",PASS,seed=-; key_metrics=accumulated_bytes_peak=1048576;footprint_after_mib=114.159;footprint_base_mib=113.627;footprint_peak_mib=114.94;fragments_fed=256;ingest_complete_before_timeout=True;ingest_ms=43.774;ingest_ms_per_mib_series=44;outcome=timeout;pending_after=0;released=True;resolved_after_s=8.005;rss_after_mib=386;rss_base_mib=377;rss_peak_mib=384.297,StressMemoryEventTests/testP0_3_MoreAggregationWithoutTerminalFrame | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-3-more-aggregation-4MiB,BoardConnection.route MORE,"1024 x 4096B MORE fragments, no terminal, timeout 8s",PASS,seed=-; key_metrics=accumulated_bytes_peak=4194304;footprint_after_mib=110.83;footprint_base_mib=114.174;footprint_peak_mib=116.174;fragments_fed=1024;ingest_complete_before_timeout=True;ingest_ms=185.271;ingest_ms_per_mib_series=42|110|11|22;outcome=timeout;pending_after=0;released=True;resolved_after_s=8.003;rss_after_mib=384.547;rss_base_mib=386.031;rss_peak_mib=390.016,StressMemoryEventTests/testP0_3_MoreAggregationWithoutTerminalFrame | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-3-more-aggregation-16MiB,BoardConnection.route MORE,"4096 x 4096B MORE fragments, no terminal, timeout 8s",PASS,seed=-; key_metrics=accumulated_bytes_peak=16777216;footprint_after_mib=110.799;footprint_base_mib=110.83;footprint_peak_mib=112.83;fragments_fed=4096;ingest_complete_before_timeout=True;ingest_ms=873.473;ingest_ms_per_mib_series=53|104|8|14|21|26|34|41|50|53|59|70|73|81|88|97;outcome=timeout;pending_after=0;released=True;resolved_after_s=8.004;rss_after_mib=384.547;rss_base_mib=384.547;rss_peak_mib=386.547,StressMemoryEventTests/testP0_3_MoreAggregationWithoutTerminalFrame | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-3b-getfaces-paging-advancing,BoardConnection.getFaces,board sets MORE on every page (4092B/page),FAIL,seed=-; key_metrics=final=cancelled;footprint_delta_mib=17.875;last_offsets=20803728|20807820|20811912;round_trips=5087;seconds=0.254;still_looping_at_watchdog=True;stopped_by_cancel=True,StressMemoryEventTests/testP0_3b_GetFacesPagingWithoutEnd | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-3b-getfaces-paging-stalled,BoardConnection.getFaces,"board sets MORE on every page (0B/page, offset never advances)",FAIL,seed=-; key_metrics=final=cancelled;footprint_delta_mib=3.188;last_offsets=0|0|0;round_trips=5092;seconds=0.222;still_looping_at_watchdog=True;stopped_by_cancel=True,StressMemoryEventTests/testP0_3b_GetFacesPagingWithoutEnd | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-4-slow-event-subscriber,BoardConnection.events AsyncStream,"50000 EV_LOG (~200B) per phase, subscriber paused then resumed; unsubscribe while buffered",FAIL,seed=-; key_metrics=approx_bytes_per_buffered_event=1208.812;control_footprint_delta_mib=0;drained_after_resume=50000;dropped=0;elements_drained_after_unsubscribe=50000;footprint_after_drain_delta_mib=47;footprint_after_release_delta_mib=-52.594;footprint_buffered_before_unsubscribe_delta_mib=-0.016;iteration_terminated_after_unsubscribe=False;paused_footprint_delta_mib=57.641;paused_rss_mib=450.141;pump_ms=220.973;subscribers_after_break=1;subscribers_after_unsubscribe=0,StressMemoryEventTests/testP0_4_SlowEventSubscriber | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-0-constants,BoardConnection,static,PASS,seed=-; key_metrics=blob_depth=4;blob_ms=0;command_depth=4;command_ms=120;frame_depth=6;frame_ms=20;handshake_timeout_s=5;max_reconnect_attempts=5;more_cap_properties=none;output_depth=64;output_ms=0,StressSequenceTests/testP0_0_ConstantsMatchBrief | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-1-seq-exhaustion-254,BoardConnection.nextSequenceNumber,"254 concurrent PING, replies withheld",PASS,seed=-; key_metrics=completed=254;distinct_seqs=254;double_resumes=0;duplicate_seq_writes=0;hung=0;hung_after_disconnect=0;hung_after_task_cancel=0;matched=254;mismatched_payload=0;outstanding=254;pending_after_issue=254;start_seq=7;timeouts=0;written=254,StressSequenceTests/testP0_1_SequenceExhaustion | logs/ios/02_p0.log,metrics/ios/cases.csv
P0-1-seq-exhaustion-255,BoardConnection.nextSequenceNumber,"255 concurrent PING, replies withheld",PASS,seed=-; key_metrics=completed=255;distinct_seqs=255;double_resumes=0;duplicate_seq_writes=0;hung=0;hung_after_disconnect=0;hung_after_task_cancel=0;matched=255;mismatched_payload=0;outstanding=255;pending_after_issue=255;start_seq=7;timeouts=0;written=255,StressSequenceTests/testP0_1_SequenceExhaustion | logs/ios/02_p0.log,metrics/ios/cases.csv
